Observation Number,Measurement Date (UTC),Measurement Time (UTC),Observation Latitude,Observation Longitude,North Image URL,North Clearsky,North Cirrus/Cirrostratus,North Cirrocumulus/Altocumulus,North Altostratus/Stratus,North Stratocumulus,North Cumulus,North Cumulonimbus,North Contrails,North Smoke/Haze,North Dust,North Agreement,North Classification Count,North Retirement,East Image URL,East Clearsky,East Cirrus/Cirrostratus,East Cirrocumulus/Altocumulus,East Altostratus/Stratus,East Stratocumulus,East Cumulus,East Cumulonimbus,East Contrails,East Smoke/Haze,East Dust,East Agreement,East Classification Count,East Retirement,South Image URL,South Clearsky,South Cirrus/Cirrostratus,South Cirrocumulus/Altocumulus,South Altostratus/Stratus,South Stratocumulus,South Cumulus,South Cumulonimbus,South Contrails,South Smoke/Haze,South Dust,South Agreement,South Classification Count,South Retirement,West Image URL,West Clearsky,West Cirrus/Cirrostratus,West Cirrocumulus/Altocumulus,West Altostratus/Stratus,West Stratocumulus,West Cumulus,West Cumulonimbus,West Contrails,West Smoke/Haze,West Dust,West Agreement,West Classification Count,West Retirement,Up Image URL,Up Clearsky,Up Cirrus/Cirrostratus,Up Cirrocumulus/Altocumulus,Up Altostratus/Stratus,Up Stratocumulus,Up Cumulus,Up Cumulonimbus,Up Contrails,Up Smoke/Haze,Up Dust,Up Agreement,Up Classification Count,Up Retirement
116-254860-79755249-202201171344,2022-01-17,13:44:00,28.601400,-81.667600,https://data.globe.gov/system/photos/2022/01/17/2590305/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/17/2590307/original.jpg,0,0,0,0,0,1,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2590306/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/17/2590309/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2590310/original.jpg,0,0,0,1,0,0,0,0,0,0,0.2,8,classification_count
116-255012-29472909-202201152112,2022-01-15,21:12:00,37.438100,-121.928500,https://data.globe.gov/system/photos/2022/01/15/2585177/original.jpg,0,1,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2585179/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2585178/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2585180/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2585181/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus
116-256768-79738060-202201181640,2022-01-18,16:40:00,26.006000,85.854000,https://data.globe.gov/system/photos/2022/01/18/2593914/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593916/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593915/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2593917/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593918/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-257333-84863549-202201180851,2022-01-18,08:51:00,-21.302700,47.635200,https://data.globe.gov/system/photos/2022/01/18/2592514/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2592534/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2592531/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2592535/original.jpg,0,0,0,1,0,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2592537/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count
116-257458-81415729-202201151826,2022-01-15,18:26:00,39.711200,-104.992500,https://data.globe.gov/system/photos/2022/01/15/2584779/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584781/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584780/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584782/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584783/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-257458-81415729-202201152010,2022-01-15,20:10:00,39.711200,-104.992400,https://data.globe.gov/system/photos/2022/01/15/2585038/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2585040/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2585039/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2585041/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2585042/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-257898-85197763-202201151353,2022-01-15,13:53:00,31.215500,-90.421400,https://data.globe.gov/system/photos/2022/01/15/2583983/original.jpg,0,0,0,0,0,0,1,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583985/original.jpg,0,0,0,0,1,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583984/original.jpg,0,0,0,1,0,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583986/original.jpg,0,0,0,0,1,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2583987/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count
116-257898-85197763-202201151439,2022-01-15,14:39:00,31.215500,-90.421500,https://data.globe.gov/system/photos/2022/01/15/2584124/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584126/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,9,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584125/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584127/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584128/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count
116-257898-85197763-202201151444,2022-01-15,14:44:00,31.215900,-90.421800,https://data.globe.gov/system/photos/2022/01/15/2584138/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584142/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584140/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584144/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584145/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus
116-257898-85197763-202201151604,2022-01-15,16:04:00,31.215600,-90.421500,https://data.globe.gov/system/photos/2022/01/15/2584316/original.jpg,0,0,0,0,0,0,1,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584319/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584317/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584321/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584322/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count
116-257898-85197763-202201151634,2022-01-15,16:34:00,31.215500,-90.421400,https://data.globe.gov/system/photos/2022/01/15/2584394/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584396/original.jpg,0,0,0,0,1,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584395/original.jpg,0,0,0,0,0,0,1,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584397/original.jpg,0,0,0,0,0,0,1,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584398/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus
116-257898-85351016-202201151640,2022-01-15,16:40:00,31.215900,-90.421700,https://data.globe.gov/system/photos/2022/01/15/2584411/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584413/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584412/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584414/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584415/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,8,classification_count
116-257898-85351016-202201151739,2022-01-15,17:39:00,31.215400,-90.421500,https://data.globe.gov/system/photos/2022/01/15/2584657/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584659/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584658/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2584660/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2584661/original.jpg,0,0,0,0,0,0,1,0,0,0,0.5,8,classification_count
116-257898-85351016-202201152121,2022-01-15,21:21:00,31.215500,-90.421500,https://data.globe.gov/system/photos/2022/01/15/2585205/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2585208/original.jpg,0,0,0,1,0,0,0,0,0,0,0.7,9,classification_count,https://data.globe.gov/system/photos/2022/01/15/2585206/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2585209/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2585210/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,8,classification_count
116-257898-85351016-202201162231,2022-01-16,22:31:00,31.215300,-90.421400,https://data.globe.gov/system/photos/2022/01/16/2588748/original.jpg,0,0,0,0,0,0,1,0,0,0,0.1,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588750/original.jpg,0,0,1,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588749/original.jpg,0,0,1,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2588751/original.jpg,0,0,1,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588752/original.jpg,0,0,1,0,0,0,0,0,0,0,0.4,8,classification_count
116-257983-85263437-202201181047,2022-01-18,10:47:00,18.466600,73.918800,https://data.globe.gov/system/photos/2022/01/18/2592829/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2592831/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2592830/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2592832/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2592833/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other
116-257992-85263730-202201181047,2022-01-18,10:47:00,19.129800,72.836800,https://data.globe.gov/system/photos/2022/01/18/2592822/original.jpg,1,0,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2592824/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2592823/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2592825/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2592826/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other
116-258802-19832726-202201171332,2022-01-17,13:32:00,41.462500,14.392500,https://data.globe.gov/system/photos/2022/01/17/2590279/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590283/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590281/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2590285/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590286/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-258822-85066388-202201152213,2022-01-15,22:13:00,38.976400,-77.538300,https://data.globe.gov/system/photos/2022/01/15/2588676/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/15/2588678/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/15/2588677/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2588679/original.jpg,0,0,0,1,0,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2588680/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count
116-259051-85440564-202201170405,2022-01-17,04:05:00,12.164700,75.406900,https://data.globe.gov/system/photos/2022/01/17/2589251/original.jpg,0,0,0,0,0,1,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2589253/original.jpg,0,0,0,0,1,0,0,0,0,0,0.7,9,classification_count,https://data.globe.gov/system/photos/2022/01/17/2589252/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2589254/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/17/2589255/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count
116-259058-85441688-202201181347,2022-01-18,13:47:00,37.163100,-76.469000,https://data.globe.gov/system/photos/2022/01/18/2593403/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593405/original.jpg,1,0,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2593404/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593406/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593407/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-259058-85444420-202201181434,2022-01-18,14:34:00,37.163300,-76.469100,https://data.globe.gov/system/photos/2022/01/18/2593573/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593575/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593574/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593576/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593577/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-259059-85443206-202201181349,2022-01-18,13:49:00,37.163500,-76.468800,https://data.globe.gov/system/photos/2022/01/18/2593431/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593433/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2593432/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593434/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2593435/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-259059-85443253-202201181349,2022-01-18,13:49:00,37.163400,-76.468800,https://data.globe.gov/system/photos/2022/01/18/2593409/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/18/2593411/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593410/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593412/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593413/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-259124-85449286-202201171632,2022-01-17,16:32:00,40.305500,-80.052300,https://data.globe.gov/system/photos/2022/01/17/2590852/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590854/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/17/2590853/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/17/2590855/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2590857/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other
116-259124-85449286-202201171813,2022-01-17,18:13:00,40.305500,-80.052400,https://data.globe.gov/system/photos/2022/01/17/2591217/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2591219/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2591218/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/17/2591220/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/17/2591221/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus
116-259331-21721209-202201181711,2022-01-18,17:11:00,39.072200,-76.594500,https://data.globe.gov/system/photos/2022/01/18/2594065/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2594067/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2594066/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2594068/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2594069/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count
116-259377-85537277-202201151136,2022-01-15,11:36:00,54.463200,-0.943700,https://data.globe.gov/system/photos/2022/01/15/2583614/original.jpg,0,0,1,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583616/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583615/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583617/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583618/original.jpg,1,0,0,0,0,0,0,0,0,0,0.6,8,classification_count
116-259377-85537277-202201151158,2022-01-15,11:58:00,54.463200,-0.943700,https://data.globe.gov/system/photos/2022/01/15/2583858/original.jpg,0,0,1,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/15/2583860/original.jpg,0,0,1,0,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583859/original.jpg,0,0,1,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583861/original.jpg,0,0,1,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583862/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count
116-259377-85537277-202201151331,2022-01-15,13:31:00,54.463200,-0.943700,https://data.globe.gov/system/photos/2022/01/15/2583948/original.jpg,0,0,1,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583950/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583949/original.jpg,0,0,1,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583951/original.jpg,0,0,0,0,1,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/15/2583952/original.jpg,0,0,1,0,0,0,0,0,0,0,0.8,5,consensus
116-259377-85537277-202201161116,2022-01-16,11:16:00,54.463200,-0.943700,https://data.globe.gov/system/photos/2022/01/16/2586795/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2586797/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2586796/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/16/2586798/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2586799/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus
116-259377-85537277-202201161207,2022-01-16,12:07:00,54.463200,-0.943700,https://data.globe.gov/system/photos/2022/01/16/2586815/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2586818/original.jpg,0,0,1,0,0,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2586816/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2586819/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2586820/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus
116-259377-85537277-202201181226,2022-01-18,12:26:00,54.463200,-0.943800,https://data.globe.gov/system/photos/2022/01/18/2593085/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593087/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/18/2593086/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593089/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/18/2593091/original.jpg,0,1,0,0,0,0,0,0,0,0,1.0,5,consensus
116-259408-81856661-202201161908,2022-01-16,19:08:00,44.057900,-121.320000,https://data.globe.gov/system/photos/2022/01/16/2588248/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/16/2588250/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588249/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588251/original.jpg,0,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/16/2588252/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
